"CHEMICAL_ID_NUMBER","STRIPPED_CHEMICAL_ID_NUMBER","Nat_Agg_PV","Nat_Agg_PPV_2014","Nat_Agg_PPV_2013","Nat_Agg_PPV_2012"
"7785-21-9","7785219","                47,736,185 lbs","   100,582,494 lbs","    78,770,925 lbs","    31,298,858 lbs"
"7785-26-4","7785264","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"7785-70-8","7785708","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs"
"7785-84-4","7785844","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"7785-87-7","7785877","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"77-86-1","77861","                 5,417,718 lbs","     6,090,000 lbs","     4,130,000 lbs","     4,510,000 lbs"
"7786-17-6","7786176","25,000 - <100,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"7786-30-3","7786303","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"7786-81-4","7786814","10,000,000 - <50,000,000 lbs","    18,692,748 lbs","    18,686,215 lbs"," 1,063,272,969 lbs"
"7787-32-8","7787328","<1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"7787-49-7","7787497","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"7787-58-8","7787588","                    31,595 lbs","        20,966 lbs","        18,740 lbs","        27,822 lbs"
"7787-59-9","7787599","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"7789-04-0","7789040","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"7789-06-2","7789062","                 1,057,123 lbs","     1,574,788 lbs","     1,460,298 lbs","     1,038,750 lbs"
"7789-18-6","7789186","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"7789-21-1","7789211","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"7789-23-3","7789233","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"7789-24-4","7789244","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"7789-29-9","7789299","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"7789-38-0","7789380","<1,000,000 lbs","       220,460 lbs","       341,054 lbs","<1,000,000 lbs"
"77-89-4","77894","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"7789-41-5","7789415","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"7789-43-7","7789437","                   328,973 lbs","        86,862 lbs","             0 lbs","             0 lbs"
"7789-75-5","7789755","100,000,000 - <250,000,000 lbs","500,000,000 - <750,000,000 lbs","750,000,000 - <1,000,000,000 lbs","50,000,000,000 - <60,000,000,000 lbs"
"7789-79-9","7789799","                    39,886 lbs","             0 lbs","             0 lbs","             0 lbs"
"7790-28-5","7790285","                    41,888 lbs","        46,297 lbs","        72,202 lbs","        52,360 lbs"
"7790-62-7","7790627","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"7790-69-4","7790694","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","500,000 - <1,000,000 lbs"
"77-90-7","77907","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"7790-76-3","7790763","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"7790-86-5","7790865","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"7790-92-3","7790923","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs"
"7790-94-5","7790945","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs"
"7790-98-9","7790989","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"7791-25-5","7791255","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"77-92-9","77929","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"77-93-0","77930","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"77-94-1","77941","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"77-98-5","77985","1,000,000 - <10,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs"
"77-99-6","77996","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","100,000,000 - <250,000,000 lbs"
"78-00-2","78002","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs"
"7803-49-8","7803498","<1,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"7803-51-2","7803512","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"7803-55-6","7803556","                 2,598,954 lbs","     2,482,767 lbs","     3,081,085 lbs","     5,438,566 lbs"
"7803-62-5","7803625","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"7803-63-6","7803636","                 1,829,476 lbs","     1,776,821 lbs","     1,856,130 lbs","     1,944,618 lbs"
"78-04-6","78046","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"780-69-8","780698","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-08-0","78080","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"78-10-4","78104","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"78-11-5","78115","1,000,000 - <20,000,000 lbs","    10,396,738 lbs","     7,798,601 lbs","    10,313,979 lbs"
"78-16-0","78160","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78181-99-4","78181994","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-21-7","78217","                    31,131 lbs","             0 lbs","             0 lbs","             0 lbs"
"78-22-8","78228","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-24-0","78240","                         0 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78245-94-0","78245940","<1,000,000 lbs","        12,734 lbs","        11,007 lbs","<1,000,000 lbs"
"78-27-3","78273","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-32-0","78320","                         0 lbs","         2,540 lbs","        88,001 lbs","       263,591 lbs"
"78330-12-8","78330128","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs"
"78330-13-9","78330139","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78330-15-1","78330151","                   157,845 lbs","       165,889 lbs","       158,762 lbs","       216,610 lbs"
"78330-21-9","78330219","                         0 lbs","           150 lbs","             0 lbs","             0 lbs"
"78-33-1","78331","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78350-78-4","78350784","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78385-26-9","78385269","<1,000,000 lbs","             0 lbs","<1,000,000 lbs","             0 lbs"
"78-38-6","78386","                   125,662 lbs","       171,959 lbs","       192,241 lbs","             0 lbs"
"78-39-7","78397","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-40-0","78400","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"78-42-2","78422","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"78-48-8","78488","                         0 lbs","     1,775,834 lbs","     2,822,662 lbs","     3,869,965 lbs"
"78-51-3","78513","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"78521-39-8","78521398","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78581","78581","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-59-1","78591","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"78-62-6","78626","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-63-7","78637","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"78-66-0","78660","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-67-1","78671","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"78-69-3","78693","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"78-70-6","78706","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"78730","78730","                    11,000 lbs","        13,864 lbs","         9,520 lbs","         8,657 lbs"
"78-73-9","78739","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-78-4","78784","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"78-79-5","78795","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"78-81-9","78819","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-82-0","78820","<1,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"78-83-1","78831","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"78-84-2","78842","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"78-85-3","78853","100,000 - <500,000 lbs","<1,000,000 lbs","<1,000,000 lbs","25,000 - <100,000 lbs"
"78-86-4","78864","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-87-5","78875","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs"
"78-88-6","78886","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78887","78887","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-90-0","78900","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-92-2","78922","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"78-93-3","78933","100,000,000 - <250,000,000 lbs","50,000,000 - <100,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"78952-61-1","78952611","                    83,562 lbs","             0 lbs","       149,759 lbs","        80,467 lbs"
"78952-72-4","78952724","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"78-95-5","78955","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"78-96-6","78966","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"79-00-5","79005","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"79-01-6","79016","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"79-04-9","79049","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"79-06-1","79061","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"79-09-4","79094","500,000,000 - <750,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"79-10-7","79107","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"79-11-8","79118","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"791-28-6","791286","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"79-14-1","79141","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"791801-21-3","791801213","                    33,091 lbs","        34,450 lbs","        16,677 lbs","        17,414 lbs"
"79-20-9","79209","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"79-21-0","79210","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"79-22-1","79221","<1,000,000 lbs","<1,000,000 lbs","        27,937 lbs","       195,559 lbs"
"79-24-3","79243","                 5,680,000 lbs","     5,160,000 lbs","     4,720,000 lbs","     5,250,000 lbs"
"79277-18-2","79277182","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"79-29-8","79298","                54,000,000 lbs","    59,000,000 lbs","    49,000,000 lbs","    53,000,000 lbs"
"79-30-1","79301","                         0 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"79-31-2","79312","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs"
"79313-21-6","79313216","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"793-24-8","793248","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"79-33-4","79334","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","500,000 - <1,000,000 lbs"
"79-34-5","79345","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"79357-67-8","79357678","                   865,520 lbs","     1,149,452 lbs","     1,090,395 lbs","       929,829 lbs"
"79357-78-1","79357781","                   454,000 lbs","       353,405 lbs","       339,540 lbs","       275,770 lbs"
"79357-80-5","79357805","                 2,686,807 lbs","     2,269,040 lbs","     2,643,833 lbs","     1,979,686 lbs"
"79357-81-6","79357816","                   210,890 lbs","       300,560 lbs","       235,220 lbs","       162,260 lbs"
"79-36-7","79367","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs"
"79-37-8","79378","                   109,731 lbs","       111,960 lbs","        56,546 lbs","        66,629 lbs"
"79-38-9","79389","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"79-39-0","79390","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"79404","79404","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"79-41-4","79414","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","500,000,000 - <750,000,000 lbs","750,000,000 - <1,000,000,000 lbs"
"79-43-6","79436","                    29,620 lbs","         8,862 lbs","           789 lbs","         1,194 lbs"
"79-46-9","79469","                60,000,000 lbs","    55,000,000 lbs","    51,000,000 lbs","    54,000,000 lbs"
"79551","79551","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"79720-19-7","79720197","<1,000,000 lbs","        74,736 lbs","        50,265 lbs","<1,000,000 lbs"
"79-74-3","79743","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs"
"79770-29-9","79770299","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"79771-28-1","79771281","                    60,060 lbs","        31,485 lbs","        41,233 lbs","             0 lbs"
"79863-58-4","79863584","                    27,256 lbs","             0 lbs","             0 lbs","             0 lbs"
"79915-74-5","79915745","                        21 lbs","           116 lbs","           302 lbs","           316 lbs"
"79-92-5","79925","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs"
"79926","79926","                   173,112 lbs","       154,425 lbs","       201,929 lbs","       183,621 lbs"
"79-94-7","79947","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"79953-85-8","79953858","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8000-25-7","8000257","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8000-27-9","8000279","                    41,667 lbs","        30,556 lbs","        36,111 lbs","        17,460 lbs"
"8000-28-0","8000280","                         0 lbs","        27,412 lbs","         4,630 lbs","         8,708 lbs"
"8000-29-1","8000291","                   134,922 lbs","       161,509 lbs","       149,471 lbs","       126,985 lbs"
"8000-34-8","8000348","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"8000-41-7","8000417","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs"
"8000-48-4","8000484","100,000 - <500,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs"
"8001-20-5","8001205","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8001-21-6","8001216","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"8001-22-7","8001227","5,000,000,000 - <10,000,000,000 lbs","5,000,000,000 - <10,000,000,000 lbs","5,000,000,000 - <10,000,000,000 lbs","5,000,000,000 - <10,000,000,000 lbs"
"8001-25-0","8001250","                    40,141 lbs","        58,660 lbs","         2,646 lbs","             0 lbs"
"8001-26-1","8001261","50,000,000 - <100,000,000 lbs","10,000,000 - <50,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"8001-29-4","8001294","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"8001-30-7","8001307","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"8001-31-8","8001318","100,000,000 - <250,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"8001-61-4","8001614","                    44,820 lbs","        10,472 lbs","             0 lbs","        12,566 lbs"
"8001-78-3","8001783","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"8001-79-4","8001794","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8002-03-7","8002037","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8002-05-9","8002059",">=200,000,000,000 lbs","160,000,000,000 - <170,000,000,000 lbs","130,000,000,000 - <140,000,000,000 lbs","140,000,000,000 - <150,000,000,000 lbs"
"8002-09-3","8002093","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"8002-13-9","8002139","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","1,000,000 - <10,000,000 lbs"
"8002-26-4","8002264","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"8002-43-5","8002435","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8002-53-7","8002537","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","100,000 - <500,000 lbs","1,000,000 - <10,000,000 lbs"
"8002-74-2","8002742","500,000,000 - <750,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"8002-75-3","8002753","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","250,000,000 - <500,000,000 lbs"
"8002-80-0","8002800","                48,006,180 lbs","    47,609,920 lbs","    44,739,260 lbs","    42,222,500 lbs"
"80029-68-1","80029681","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8003-69-8","8003698","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80-04-6","80046","100,000 - <500,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8004-87-3","8004873","                        33 lbs","        80,025 lbs","       103,275 lbs","       110,337 lbs"
"8004-92-0","8004920","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8005-02-5","8005025","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"8005-03-6","8005036","100,000 - <500,000 lbs","100,000 - <500,000 lbs","25,000 - <100,000 lbs","<1,000,000 lbs"
"8005-52-5","8005525","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80-05-7","80057","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"8006-20-0","8006200","             4,373,795,523 lbs"," 4,052,091,729 lbs"," 2,139,345,069 lbs","   108,743,247 lbs"
"8006-44-8","8006448","                        57 lbs","            81 lbs","        88,203 lbs","        88,092 lbs"
"8006-54-0","8006540","100,000 - <500,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"8006-61-9","8006619","5,000,000,000 - <10,000,000,000 lbs","5,000,000,000 - <10,000,000,000 lbs","5,000,000,000 - <10,000,000,000 lbs","10,000,000,000 - <20,000,000,000 lbs"
"8006-64-2","8006642","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs"
"8006-73-3","8006733","                    14,991 lbs","        17,637 lbs","         2,646 lbs","         1,764 lbs"
"8006-77-7","8006777","                     7,800 lbs","        22,492 lbs","         2,178 lbs","        16,226 lbs"
"8006-90-4","8006904","100,000 - <500,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"8007-00-9","8007009","                         0 lbs","        15,000 lbs","        26,866 lbs","        47,372 lbs"
"8007-02-1","8007021","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8007-18-9","8007189","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8007-24-7","8007247","10,000,000 - <50,000,000 lbs","     6,749,095 lbs","    19,721,302 lbs","    15,416,700 lbs"
"8007-35-0","8007350","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8007-43-0","8007430","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs"
"8007-46-3","8007463","                         0 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8007-69-0","8007690","                    35,274 lbs","        35,274 lbs","        35,274 lbs","        35,274 lbs"
"8007-80-5","8007805","                    52,910 lbs","        56,879 lbs","       156,968 lbs","        83,775 lbs"
"80-07-9","80079","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs"
"80-08-0","80080","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs"
