CHEMICAL NAME,CHEMICAL ID,CHEMICAL ID W/O DASHES,CHEMICAL ID TYPE,2019 NATIONALLY AGGREGATED PV,2018 NATIONALLY AGGREGATED PV,2017 NATIONALLY AGGREGATED PV,2016 NATIONALLY AGGREGATED PV
"Benzenamine, 4,4'-methylenebis-",101-77-9,101779,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzenamine, 4,4'-oxybis-",101-80-4,101804,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzene, 1,1'-methylenebis-",101-81-5,101815,CASRN,"56,970","66,380","48,910","57,840"
"Cyclohexanamine, N-cyclohexyl-",101-83-7,101837,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Benzene, 1,1'-oxybis-",101-84-8,101848,CASRN,"50,000,000 - <100,000,000 lb","10,000,000 - <50,000,000 lb","50,000,000 - <100,000,000 lb","10,000,000 - <50,000,000 lb"
"Octanal, 2-(phenylmethylene)-",101-86-0,101860,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Oxirane, 2,2'-[1,3-phenylenebis(oxymethylene)]bis-",101-90-6,101906,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2H-1-Benzopyran-6-ol, 3,4-dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-",10191-41-0,10191410,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Sulfurous acid, ammonium salt (1:1)",10192-30-0,10192300,CASRN,"750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","750,000,000 - <1,000,000,000 lb","500,000,000 - <750,000,000 lb"
1-Tetracosene,10192-32-2,10192322,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","10,000,000 - <50,000,000 lb"
"Sulfurous acid, ammonium salt (1:2)",10196-04-0,10196040,CASRN,"50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb","50,000,000 - <100,000,000 lb"
"1,4-Benzenediamine, N1,N4-bis(1-methylpropyl)-",101-96-2,101962,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb"
"Benzoic acid, 4-(1,1-dimethylethyl)-, barium salt (2:1)",10196-68-6,10196686,CASRN,"91,920","71,901","113,892","84,301"
"Phenol, 4-polyisobutylene derivs.",1019767-95-3,1019767953,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Butanamide, 3-oxo-N-phenyl-",102-01-2,102012,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Guanidine, N,N'-diphenyl-",102-06-7,102067,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Urea, N,N'-diphenyl-",102-07-8,102078,CASRN,"36,362","37,430","66,658","47,958"
"Thiourea, N,N'-diphenyl-",102-08-9,102089,CASRN,"25,000 - <100,000 lb","100,000 - <500,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,3-Benzenediamine, 4-methyl-2,6-bis(methylthio)-",102093-68-5,102093685,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Aluminum barium magnesium oxide, europium-doped",102110-17-8,102110178,CASRN,"19,000","25,000","22,000","36,000"
"Propanenitrile, 3-[(2-ethylhexyl)oxy]-",10213-75-9,10213759,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethanol, 2,2'-(octadecylimino)bis-",10213-78-2,10213782,CASRN,"500,000 - <1,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Silicic acid (H2SiO3), disodium salt, pentahydrate",10213-79-3,10213793,CASRN,"32,953","33,812","19,708","19,457"
"7-Oxabicyclo[4.1.0]heptane, 3-[2-(triethoxysilyl)ethyl]-",10217-34-2,10217342,CASRN,"25,188","35,590","35,038","34,802"
"Morpholine, 4-(2-methoxyethyl)-",10220-23-2,10220232,CASRN,"20,000,000 lb - <100,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzeneacetic acid, 2-phenylethyl ester",102-20-5,102205,CASRN,"<1,000,000 lb","25,000 - <100,000 lb","<1,000,000 lb","<1,000,000 lb"
"Boric acid (H3BO3), compd. with 2,2',2''-nitrilotris[ethanol] (1:1)",10220-75-4,10220754,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Octadecanamide, N,N'-(iminodi-2,1-ethanediyl)bis-",10220-90-3,10220903,CASRN,"353,092","506,816","494,225","379,068"
"Boroxin, 2,4,6-trimethoxy-",102-24-9,102249,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Dodecanoic acid, 1-methylethyl ester",10233-13-3,10233133,CASRN,"100,000 - <500,000 lb","<1,000,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Acetamide, N-[5-chloro-3-[[4-(diethylamino)-2-methylphenyl]imino]-4-methyl-6-oxo-1,4-cyclohexadien-1-yl]-",102387-48-4,102387484,CASRN,"2,683","1,861","2,463","4,790"
"Ethanol, 2,2'-[1,3-phenylenebis(oxy)]bis-",102-40-9,102409,CASRN,0,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethanol, 2,2'-oxybis-, reaction products with ammonia, morpholine derivs. residues, reaction products with sulfur dioxide",102424-23-7,102424237,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Gases (petroleum), extractive, C3-5, butene-isobutylene-rich, reaction products with butene, isobutylene and methanol, distn. residues",102479-87-8,102479878,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tri-2-propen-1-yl-",1025-15-6,1025156,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
Ferrocene,102-54-5,102545,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Carbamodithioic acid, N,N-dibutyl-, C,C'-methylene ester",10254-57-6,10254576,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Sulfurous acid, calcium salt (1:1)",10257-55-3,10257553,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb"
"Acetic acid, 2-cyano-, 2-methoxyethyl ester",10258-54-5,10258545,CASRN,"48,308",0,"50,504","17,567"
"Methanone, 1,1'-[4,6-dihydroxy-5-(2-propen-1-yl)-1,3-phenylene]bis[1-phenyl-",102593-74-8,102593748,CASRN,"30,898","36,366","36,694","33,737"
"2-Propanol, 1,1',1'',1'''-(1,2-ethanediyldinitrilo)tetrakis-",102-60-3,102603,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"1-Propene, 1-chloro-3,3,3-trifluoro-, (1E)-",102687-65-0,102687650,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1-Propanamine, N,N-dipropyl-",102-69-2,102692,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","<1,000,000 lb"
"2-Propen-1-amine, N,N-di-2-propen-1-yl-",102-70-5,102705,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethanol, 2,2',2''-nitrilotris-",102-71-6,102716,CASRN,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb"
"1,2,3-Propanetriol, 1,2,3-triacetate",102-76-1,102761,CASRN,"1,000,000 lb - <20,000,000 lb","100,000,000 - <250,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"Benzothiazole, 2-(4-morpholinylthio)-",102-77-2,102772,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Benzene, C10-14-alkyl derivs., sulfonated",102783-85-7,102783857,CASRN,"1,016,226","858,407","852,580","880,919"
"Ethanol, 2,2'-(butylimino)bis-",102-79-4,102794,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Ethanol, 2-(dibutylamino)-",102-81-8,102818,CASRN,"<1,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1-Butanamine, N,N-dibutyl-",102-82-9,102829,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1,3-Propanediamine, N1,N1-dibutyl-",102-83-0,102830,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb"
"Phosphorous acid, tributyl ester",102-85-2,102852,CASRN,"46,176","13,671","53,664","84,725"
"1-Hexanamine, N,N-dihexyl-",102-86-3,102863,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb",0
"1-Dodecanamine, N,N-didodecyl-",102-87-4,102874,CASRN,"<1,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzoic acid, 4-(dimethylamino)-, ethyl ester",10287-53-3,10287533,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1,4-Benzenedicarboxylic acid, 2,5-bis[(4-methylphenyl)amino]-",10291-28-8,10291288,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb"
"Urea, N-[4-[[4-[[(cyclohexylamino)carbonyl]amino]phenyl]methyl]phenyl]-N'-phenyl-",1029222-87-4,1029222874,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Imidazolidinone, 4,5-dihydroxy-1,3-bis(hydroxymethyl)-, reaction products with diethylene glycol",102923-00-2,102923002,CASRN,"4,052,407","4,520,058","4,526,870","5,733,290"
"Borane, trichloro-",10294-34-5,10294345,CASRN,"582,559","638,627","685,622","528,917"
"Chromic acid (H2CrO4), barium salt (1:1)",10294-40-3,10294403,CASRN,"25,000 - <100,000 lb","<1,000,000 lb","69,381","<1,000,000 lb"
Phosphorous acid,10294-56-1,10294561,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","1,000,000 - <10,000,000 lb"
"Manganic acid (H2MnO4), potassium salt (1:2)",10294-64-1,10294641,CASRN,"25,245,141","25,256,707","25,045,431","24,682,672"
"Thiosulfuric acid (H2S2O3), potassium salt (1:2)",10294-66-3,10294663,CASRN,"100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb","100,000,000 lb - <1,000,000,000 lb"
"Fats and Glyceridic oils, vegetable, sulfated, sodium salts",103069-98-3,103069983,CASRN,"165,920","173,400","64,464","107,236"
"Acetic acid, 2-ethylhexyl ester",103-09-3,103093,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"2-Propenoic acid, 2-ethylhexyl ester",103-11-7,103117,CASRN,"250,000,000 - <500,000,000 lb","250,000,000 - <500,000,000 lb","100,000,000 - <250,000,000 lb","250,000,000 - <500,000,000 lb"
"1H-Indene-1,3(2H)-dione, 2-(4-bromo-3-hydroxy-2-quinolinyl)-",10319-14-9,10319149,CASRN,"37,005","38,687","38,212","<1,000,000 lb"
"Amines, C12-14-tert-alkyl, di-Bu phosphates",103213-64-5,103213645,CASRN,"18,254","18,651","25,397","6,353"
"Hexanedioic acid, 1,6-bis(2-ethylhexyl) ester",103-23-1,103231,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","50,000,000 - <100,000,000 lb","10,000,000 - <50,000,000 lb"
"Nonanedioic acid, 1,9-bis(2-ethylhexyl) ester",103-24-2,103242,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Nitric acid, cadmium salt (2:1)",10325-94-7,10325947,CASRN,"82,852","61,613","45,168","77,815"
"Barium chloride (BaCl2), dihydrate",10326-27-9,10326279,CASRN,"293,210","1,591,706","597,441",0
"2-Propenoic acid, 3-phenyl-, methyl ester",103-26-4,103264,CASRN,630,488,193,6
"Benzene, 1,1'-(1,2-ethanediyl)bis-",103-29-7,103297,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"9-Octadecenoic acid (9Z)-, 3-hydroxy-2,2-bis(hydroxymethyl)propyl ester",10332-32-8,10332328,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Perboric acid (HBO(O2)), sodium salt, monohydrate",10332-33-9,10332339,CASRN,"15,274","32,730","33,168","207,415"
"Alcohols, C12-14-secondary, ethoxylated propoxylated",103331-86-8,103331868,CASRN,"13,000",0,"10,000",910
"Morpholine, 4,4'-dithiobis-",103-34-4,103344,CASRN,"500,000 - <1,000,000 lb","1,000,000 - <10,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb"
"2-Propenoic acid, 3-phenyl-, ethyl ester",103-36-6,103366,CASRN,630,488,193,6
"Butanoic acid, phenylmethyl ester",103-37-7,103377,CASRN,3,111,235,112
"1,6-Nonadien-3-ol, 3,7-dimethyl-",10339-55-6,10339556,CASRN,"500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb"
"Titanate(3-), [P,P-bis(2-ethylhexyl) diphosphato(2-)-.kappa.O'']bis[P,P-bis(2-ethylhexyl) diphosphato(2-)-.kappa.O'',.kappa.O''''][2,2-bis[(2-propen-1-yloxy)methyl]-1-butanolato-.kappa.O]-, hydrogen (1:3)",103432-54-8,103432548,CASRN,"25,215","18,101","17,353","45,690"
"Acetic acid, 2-phenylethyl ester",103-45-7,103457,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Propanoic acid, 2-methyl-, 2-phenylethyl ester",103-48-0,103480,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Propanol, 1,1'-[(2-hydroxyethyl)imino]bis-",10353-86-3,10353863,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Propen-1-ol, 3-phenyl-, 1-acetate",103-54-8,103548,CASRN,210,163,64,2
"Phenol, 2,2'-methylenebis[6-(2H-benzotriazol-2-yl)-4-(1,1,3,3-tetramethylbutyl)-",103597-45-1,103597451,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Propanoic acid, 2-methyl-, 2-phenoxyethyl ester",103-60-6,103606,CASRN,"100,000 - <500,000 lb","500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","100,000 - <500,000 lb"
"Metaphosphoric acid (HPO3), sodium salt (1:1)",10361-03-2,10361032,CASRN,"26,455","52,910","35,274",0
Barium chloride (BaCl2),10361-37-2,10361372,CASRN,"50,000,000 - <100,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Nitric acid, bismuth(3+) salt (3:1)",10361-44-1,10361441,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Praseodymium chloride (PrCl3),10361-79-2,10361792,CASRN,"30,000","5,000","32,000",0
"Nitric acid, praseodymium(3+) salt (3:1)",10361-80-5,10361805,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","100,000 - <500,000 lb"
Yttrium chloride (YCl3),10361-92-9,10361929,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Nitric acid, yttrium(3+) salt (3:1)",10361-93-0,10361930,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Benzene, (2-bromoethyl)-",103-63-9,103639,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzene, propyl-",103-65-1,103651,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","1,000,000 - <10,000,000 lb"
"Benzenepropanol, .beta.,.beta.,3-trimethyl-",103694-68-4,103694684,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzenamine, N-ethyl-",103-69-5,103695,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzene, isocyanato-",103-71-9,103719,CASRN,"174,605","174,164","222,225","190,479"
2-Pyridineethanol,103-74-2,103742,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
1-Piperazineethanol,103-76-4,103764,CASRN,"500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","100,000 - <500,000 lb","1,000,000 - <10,000,000 lb"
"Sulfuric acid, lithium salt (1:2)",10377-48-7,10377487,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Phosphoric acid, lithium salt (1:3)",10377-52-3,10377523,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Nitric acid, magnesium salt (2:1)",10377-60-3,10377603,CASRN,"1,000,000 - <10,000,000 lb","10,000,000 - <50,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Nitric acid, manganese(2+) salt (2:1)",10377-66-9,10377669,CASRN,"100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Phosphoric acid, nickel(2+) salt (2:3)",10381-36-9,10381369,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Benzenemethanamine, N,N-dimethyl-",103-83-3,103833,CASRN,"500,000 - <1,000,000 lb","500,000 - <1,000,000 lb","100,000 - <500,000 lb","100,000 - <500,000 lb"
"Acetamide, N-phenyl-",103-84-4,103844,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Pentanoic acid, 3-hydroxy-, (3R)-, polymer with (3R)-3-hydroxybutanoic acid, from Cupriavidus necator fermentation of D-glucose and propionic acid",1039549-27-3,1039549273,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzenepropanal, .alpha.-methyl-4-(1-methylethyl)-",103-95-7,103957,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Phosphonic acid, dibutyl ester, reaction products with 2-(octylthio)ethanol",1041187-44-3,1041187443,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzenesulfonic acid, 4-methyl-",104-15-4,104154,CASRN,"10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb","10,000,000 - <50,000,000 lb"
"2-Propenoic acid, 1,1'-diester with 3,3'-[1,2-ethanediylbis(oxy)]bis[1,2-propanediol]",104180-35-0,104180350,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Butanedioic acid, 2-acetyl-, 1,4-dimethyl ester",10420-33-4,10420334,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzenemethanol, 4-methoxy-, 1-acetate",104-21-2,104212,CASRN,"25,000 - <100,000 lb","25,000 - <100,000 lb","25,000 - <100,000 lb","25,000 - <100,000 lb"
"Nitric acid, iron(3+) salt (3:1)",10421-48-4,10421484,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb"
"Benzenesulfonic acid, 4-[2-(4-aminophenyl)diazenyl]-",104-23-4,104234,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Methanaminium, N,N,N-trimethyl-, hydroxide, hydrate (1:1:5)",10424-65-4,10424654,CASRN,"<1,000,000 lb",0,0,0
"Disiloxane, 1,3-di-5-hexen-1-yl-1,1,3,3-tetramethyl-",104360-37-4,104360374,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1-Propene, 1,1,2,3-tetrachloro-",10436-39-2,10436392,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Ethanol, 2,2'-[1,4-phenylenebis(oxy)]bis-",104-38-1,104381,CASRN,"1,256,000","1,728,000","1,507,000","1,051,000"
"Hexanedioic acid, mixed 4-methyl-2-propylhexyl and 5-methyl-2-propylhexyl and 2-propylheptyl esters",1043888-25-0,1043888250,CASRN,"20,000,000 lb - <100,000,000 lb","20,000,000 lb - <100,000,000 lb","1,000,000 lb - <20,000,000 lb","<1,000,000 lb"
"Benzene, 1-methoxy-4-(1-propen-1-yl)-",104-46-1,104461,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Benzene, 1,4-diisocyanato-",104-49-4,104494,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
Periodic acid (H5IO6),10450-60-9,10450609,CASRN,"51,727","93,414","48,386","278,445"
"2(3H)-Furanone, 5-butyldihydro-",104-50-7,104507,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzene, butyl-",104-51-8,104518,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Propen-1-ol, 3-phenyl-",104-54-1,104541,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2-Propenal, 3-phenyl-",104-55-2,104552,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 lb - <20,000,000 lb"
"1,3'-Bipyridinium, 1'-[3-(dimethylamino)propyl]-6'-hydroxy-4'-methyl-2'-oxo-, inner salt",104583-33-7,104583337,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"9-Octadecen-1-amine, (9Z)-, acetate (1:1)",10460-00-1,10460001,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"2(3H)-Furanone, dihydro-5-pentyl-",104-61-0,104610,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"Benzeneacetonitrile, .alpha.-cyclohexylidene-",10461-98-0,10461980,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-",104-66-5,104665,CASRN,"88,294","282,850","198,414","180,226"
"2(3H)-Furanone, 5-heptyldihydro-",104-67-6,104676,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"9-Octadecenoic acid (9Z)-, cadmium salt (2:1)",10468-30-1,10468301,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"Ethanol, 2-(2-phenoxyethoxy)-",104-68-7,104687,CASRN,"1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb","1,000,000 lb - <20,000,000 lb"
"Quino[2,3-b]acridine-7,14-dione, 5,12-dihydro-",1047-16-1,1047161,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb"
"1,3-Benzenediamine, 4,4'-[1,3-phenylenebis(2,1-diazenediyl)]bis-, acetate (1:2)",104744-50-5,104744505,CASRN,"<1,000,000 lb","<1,000,000 lb","<1,000,000 lb","<1,000,000 lb"
"1-Hexanamine, 2-ethyl-",104-75-6,104756,CASRN,"1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","1,000,000 - <10,000,000 lb","500,000 - <1,000,000 lb"
"1-Hexanol, 2-ethyl-",104-76-7,104767,CASRN,"1,000,000,000 - <5,000,000,000 lb","750,000,000 - <1,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb","1,000,000,000 - <5,000,000,000 lb"
"1,3-Propanediamine, N1,N1-diethyl-",104-78-9,104789,CASRN,"100,000 - <500,000 lb","25,000 - <100,000 lb","25,000 - <100,000 lb","25,000 - <100,000 lb"
